scope,year,variant,n,mae_000s,bias_000s,aggregate_under_pct,median_ape_pct,mape_pct,underpredicted_pct
marquee,2021,hybrid_mean,24,1774.557235220278,-340.73376784277804,4.58882671737173,19.884069795908218,24.51951541433401,45.83333333333333
marquee,2022,hybrid_mean,29,1623.4721638846918,212.9008381134051,-2.8678175044306586,19.000250400974465,24.504820373668828,51.724137931034484
marquee,2023,hybrid_mean,23,1112.3917514910315,-112.75595823809616,1.3677480298909583,11.740398688922253,15.5167571840526,52.17391304347826
marquee,2024,hybrid_mean,36,1337.3781448750462,-183.15504727985277,2.32266510570478,13.754654352644891,19.73966415664195,55.55555555555556
marquee,2025,hybrid_mean,42,1324.5360888167959,-191.98275517514736,2.2179519833407935,12.21892237069687,15.672369115927816,52.38095238095239
marquee,2021,marquee_mean,24,1774.557235220278,-340.73376784277804,4.58882671737173,19.884069795908218,24.51951541433401,45.83333333333333
marquee,2022,marquee_mean,29,1630.4723488162906,73.10041674596624,-0.9846774516387491,18.744871710800027,24.119350716538396,51.724137931034484
marquee,2023,marquee_mean,23,1126.2091619829878,-220.3876375772646,2.6733377270592773,11.372190852866282,15.389416926692194,56.52173913043478
marquee,2024,marquee_mean,36,1365.4018058099396,-341.6593645865983,4.332724082400152,14.35346628412766,19.647713912316792,61.111111111111114
marquee,2025,marquee_mean,42,1327.7518822998743,-305.7293227537931,3.5320513925773622,13.398618077573069,15.591286071958434,59.523809523809526
marquee,2021,marquee_median,24,1774.557235220278,-340.73376784277804,4.58882671737173,19.884069795908218,24.51951541433401,45.83333333333333
marquee,2022,marquee_median,29,1642.7621384122579,-172.33849391448373,2.3214344946444476,19.07086861617465,23.442605597937565,51.724137931034484
marquee,2023,marquee_median,23,1155.2918414579433,-366.91674101161016,4.450759476434274,9.872769106744945,15.346574376563025,56.52173913043478
marquee,2024,marquee_median,36,1351.0007223687028,-270.8507567707018,3.4347707636132374,14.34427038663321,19.660204694059544,58.333333333333336
marquee,2025,marquee_median,42,1329.301145018094,-317.73395596500166,3.670739370129261,13.52312130051292,15.596255098843114,59.523809523809526
marquee,2021,past_selected,24,1774.557235220278,-340.73376784277804,4.58882671737173,19.884069795908218,24.51951541433401,45.83333333333333
marquee,2022,past_selected,29,1638.3286254491225,-83.79697873444071,1.128762312833298,18.930084637686495,23.686739822744773,51.724137931034484
marquee,2023,past_selected,23,1115.8261927142019,174.54304746451677,-2.1172354262348536,15.68853363498235,16.27778360505183,39.130434782608695
marquee,2024,past_selected,36,1299.0665472928397,-272.5974842223501,3.4569217387644957,13.818778357457935,18.87086325559454,63.888888888888886
marquee,2025,past_selected,42,1379.5740919756838,-235.8089874907138,2.7242707868082694,13.034856432186332,16.167959013553237,52.38095238095239
marquee,2021,ranked_mean,24,1774.557235220278,-340.73376784277804,4.58882671737173,19.884069795908218,24.51951541433401,45.83333333333333
marquee,2022,ranked_mean,29,1612.0070049672088,109.40802729421623,-1.4737483355159453,16.753953987888053,23.857118314489366,51.724137931034484
marquee,2023,ranked_mean,23,1129.9658327732907,-150.098626957548,1.8207206476576032,13.360135480838638,15.68244736534936,52.17391304347826
marquee,2024,ranked_mean,36,1299.0665472928397,-272.5974842223501,3.4569217387644957,13.818778357457935,18.87086325559454,63.888888888888886
marquee,2025,ranked_mean,42,1379.5740919756838,-235.8089874907138,2.7242707868082694,13.034856432186332,16.167959013553237,52.38095238095239
marquee_2022_2025,2022,broad_to_marquee,29,1624.3821037224707,475.8059820102615,-6.409203157739607,20.590401096618354,25.460358458048365,44.827586206896555
marquee_2022_2025,2023,broad_to_marquee,23,1115.8261927142019,174.54304746451677,-2.1172354262348536,15.68853363498235,16.27778360505183,39.130434782608695
marquee_2022_2025,2024,broad_to_marquee,36,1346.7284907842345,140.40678886782035,-1.7805567138373668,11.27619500081149,20.792653024825043,41.66666666666667
marquee_2022_2025,2025,broad_to_marquee,42,1326.9261660974269,-113.57081218530854,1.3120689298693922,11.619180562418032,15.781469011657835,50.0
marquee_2022_2025,2022,current,29,1638.3286254491225,-83.79697873444071,1.128762312833298,18.930084637686495,23.686739822744773,51.724137931034484
marquee_2022_2025,2023,current,23,1153.89174792548,-359.8625612131931,4.365191133328117,9.79205640014442,15.348636895506704,56.52173913043478
marquee_2022_2025,2024,current,36,1398.99694103026,-469.3988766997804,5.952641806817027,15.267809759711447,19.755741089610076,63.888888888888886
marquee_2022_2025,2025,current,42,1398.660628080519,-605.4187096786418,6.994324186348622,13.704923504835747,16.064669062037957,66.66666666666666
marquee_2022_2025,2022,hybrid_mean,29,1623.4721638846918,212.9008381134051,-2.8678175044306586,19.000250400974465,24.504820373668828,51.724137931034484
marquee_2022_2025,2023,hybrid_mean,23,1112.3917514910315,-112.75595823809616,1.3677480298909583,11.740398688922253,15.5167571840526,52.17391304347826
marquee_2022_2025,2024,hybrid_mean,36,1337.3781448750462,-183.15504727985277,2.32266510570478,13.754654352644891,19.73966415664195,55.55555555555556
marquee_2022_2025,2025,hybrid_mean,42,1324.5360888167959,-191.98275517514736,2.2179519833407935,12.21892237069687,15.672369115927816,52.38095238095239
marquee_2022_2025,2022,marquee_mean,29,1630.4723488162906,73.10041674596624,-0.9846774516387491,18.744871710800027,24.119350716538396,51.724137931034484
marquee_2022_2025,2023,marquee_mean,23,1126.2091619829878,-220.3876375772646,2.6733377270592773,11.372190852866282,15.389416926692194,56.52173913043478
marquee_2022_2025,2024,marquee_mean,36,1365.4018058099396,-341.6593645865983,4.332724082400152,14.35346628412766,19.647713912316792,61.111111111111114
marquee_2022_2025,2025,marquee_mean,42,1327.7518822998743,-305.7293227537931,3.5320513925773622,13.398618077573069,15.591286071958434,59.523809523809526
marquee_2022_2025,2022,marquee_median,29,1642.7621384122579,-172.33849391448373,2.3214344946444476,19.07086861617465,23.442605597937565,51.724137931034484
marquee_2022_2025,2023,marquee_median,23,1155.2918414579433,-366.91674101161016,4.450759476434274,9.872769106744945,15.346574376563025,56.52173913043478
marquee_2022_2025,2024,marquee_median,36,1351.0007223687028,-270.8507567707018,3.4347707636132374,14.34427038663321,19.660204694059544,58.333333333333336
marquee_2022_2025,2025,marquee_median,42,1329.301145018094,-317.73395596500166,3.670739370129261,13.52312130051292,15.596255098843114,59.523809523809526
marquee_2022_2025,2022,past_selected,29,1638.3286254491225,-83.79697873444071,1.128762312833298,18.930084637686495,23.686739822744773,51.724137931034484
marquee_2022_2025,2023,past_selected,23,1115.8261927142019,174.54304746451677,-2.1172354262348536,15.68853363498235,16.27778360505183,39.130434782608695
