variant,scope,n,mae_000s,mape_pct,median_ape_pct,within20_pct,within30_pct,over50_pct,bias_000s
current_postgame,five_major,987,707.1592284907634,22.356877381629026,18.069993141907343,55.82573454913881,73.55623100303951,9.017223910840933,-179.1659152483847
postgame_interest,five_major,987,676.9009692202685,21.316809321412986,17.183756983564155,56.53495440729483,75.58257345491388,7.29483282674772,-224.2464770858206
