scope,variant,year,n,mae_000s,mape_pct,median_ape_pct,within20_pct,within30_pct,over50_pct,bias_000s
major_week1,week1_major_days_shrink10,2021,17,828.139628849867,31.294224824822088,21.388766601784123,41.17647058823529,76.47058823529412,17.647058823529413,1.3545275110744195
major_week1,week1_major_days_shrink10,2022,14,1035.4913774036238,32.85036852528218,29.175657206136687,21.428571428571427,57.14285714285714,21.428571428571427,47.08070302510094
major_week1,week1_major_days_shrink10,2023,10,997.3739040431198,26.76199885165563,18.990419132888945,50.0,70.0,20.0,-560.9809708836697
major_week1,week1_major_days_shrink10,2024,17,527.7654444083805,17.494566015237435,16.125567327958823,64.70588235294117,76.47058823529412,0.0,-269.7937720898689
major_week1,week1_major_days_shrink10,2025,16,1129.3302043605677,25.73503264827525,19.212874199058923,50.0,62.5,18.75,-997.8409181909763
major_later,current,2021,167,826.5838024202803,27.835572508079505,20.70313160940546,47.30538922155689,67.06586826347305,15.568862275449103,1.274485516396769
major_later,current,2022,165,700.3523307854165,19.94118272701889,15.842053000239828,57.57575757575758,74.54545454545455,6.666666666666667,-195.2148546489875
major_later,current,2023,191,796.3204940973652,22.72977177936003,19.078191345543512,51.832460732984295,72.25130890052355,7.853403141361256,-365.71992477371816
major_later,current,2024,198,683.8124899079355,24.969070137350922,19.566587689291147,50.505050505050505,68.18181818181817,13.636363636363635,-23.766554832567767
major_later,current,2025,186,784.6393985116583,23.54973416150185,19.893492984794577,50.0,73.65591397849462,8.064516129032258,-332.13514385516896
major_later,week1_major_days,2021,167,826.5838024202803,27.835572508079505,20.70313160940546,47.30538922155689,67.06586826347305,15.568862275449103,1.274485516396769
major_later,week1_major_days,2022,165,700.3523307854165,19.94118272701889,15.842053000239828,57.57575757575758,74.54545454545455,6.666666666666667,-195.2148546489875
major_later,week1_major_days,2023,191,796.3204940973652,22.72977177936003,19.078191345543512,51.832460732984295,72.25130890052355,7.853403141361256,-365.71992477371816
major_later,week1_major_days,2024,198,683.8124899079355,24.969070137350922,19.566587689291147,50.505050505050505,68.18181818181817,13.636363636363635,-23.766554832567767
major_later,week1_major_days,2025,186,784.6393985116583,23.54973416150185,19.893492984794577,50.0,73.65591397849462,8.064516129032258,-332.13514385516896
major_later,week1_major_days_shrink10,2021,167,826.5838024202803,27.835572508079505,20.70313160940546,47.30538922155689,67.06586826347305,15.568862275449103,1.274485516396769
major_later,week1_major_days_shrink10,2022,165,700.3523307854165,19.94118272701889,15.842053000239828,57.57575757575758,74.54545454545455,6.666666666666667,-195.2148546489875
major_later,week1_major_days_shrink10,2023,191,796.3204940973652,22.72977177936003,19.078191345543512,51.832460732984295,72.25130890052355,7.853403141361256,-365.71992477371816
major_later,week1_major_days_shrink10,2024,198,683.8124899079355,24.969070137350922,19.566587689291147,50.505050505050505,68.18181818181817,13.636363636363635,-23.766554832567767
major_later,week1_major_days_shrink10,2025,186,784.6393985116583,23.54973416150185,19.893492984794577,50.0,73.65591397849462,8.064516129032258,-332.13514385516896
week0,current,2021,2,1312.616036242783,53.5383847507013,53.5383847507013,0.0,0.0,50.0,1312.616036242783
week0,current,2022,4,200.2223323061429,17.10021358405103,10.01960676495776,75.0,75.0,0.0,-196.82936094394893
week0,current,2023,1,1048.4522860567704,29.450906911707033,29.450906911707033,0.0,100.0,0.0,-1048.4522860567704
week0,current,2024,1,2047.8310144474017,41.038697684316666,41.038697684316666,0.0,0.0,0.0,-2047.8310144474017
week0,current,2025,1,75.18302660775953,1.6819469039767232,1.6819469039767232,100.0,100.0,0.0,-75.18302660775953
week0,week1_major_days,2021,2,1312.616036242783,53.5383847507013,53.5383847507013,0.0,0.0,50.0,1312.616036242783
week0,week1_major_days,2022,4,200.2223323061429,17.10021358405103,10.01960676495776,75.0,75.0,0.0,-196.82936094394893
week0,week1_major_days,2023,1,1048.4522860567704,29.450906911707033,29.450906911707033,0.0,100.0,0.0,-1048.4522860567704
week0,week1_major_days,2024,1,2047.8310144474017,41.038697684316666,41.038697684316666,0.0,0.0,0.0,-2047.8310144474017
week0,week1_major_days,2025,1,75.18302660775953,1.6819469039767232,1.6819469039767232,100.0,100.0,0.0,-75.18302660775953
week0,week1_major_days_shrink10,2021,2,1312.616036242783,53.5383847507013,53.5383847507013,0.0,0.0,50.0,1312.616036242783
week0,week1_major_days_shrink10,2022,4,200.2223323061429,17.10021358405103,10.01960676495776,75.0,75.0,0.0,-196.82936094394893
week0,week1_major_days_shrink10,2023,1,1048.4522860567704,29.450906911707033,29.450906911707033,0.0,100.0,0.0,-1048.4522860567704
week0,week1_major_days_shrink10,2024,1,2047.8310144474017,41.038697684316666,41.038697684316666,0.0,0.0,0.0,-2047.8310144474017
week0,week1_major_days_shrink10,2025,1,75.18302660775953,1.6819469039767232,1.6819469039767232,100.0,100.0,0.0,-75.18302660775953
week1,current,2021,26,660.8929766641178,51.07189698630024,30.97827603248289,26.923076923076923,50.0,34.61538461538461,109.5422429623885
week1,current,2022,28,606.6684125283898,34.90628332339737,29.09434476379286,28.57142857142857,53.57142857142857,25.0,1.8192412965478622
week1,current,2023,13,779.9193385946357,33.880998809607426,16.598572377300986,53.84615384615385,69.23076923076923,23.076923076923077,-431.4608905519471
week1,current,2024,28,351.52797875501386,28.136850081884926,17.57826645419354,53.57142857142857,67.85714285714286,14.285714285714285,-142.0815413424344
week1,current,2025,18,1024.1634508154268,30.86181275366385,25.985639893972166,44.44444444444444,55.55555555555556,22.22222222222222,-904.5189476956284
week1,week1_major_days,2021,26,582.5775458364951,48.76835551062839,26.918885597004888,34.61538461538461,57.692307692307686,30.76923076923077,77.92686410570956
week1,week1_major_days,2022,28,600.3346551667502,34.85381417697722,30.245959594458316,25.0,50.0,17.857142857142858,31.52428970111428
week1,week1_major_days,2023,13,762.1891099648191,34.52401115762635,21.851575301438462,38.46153846153847,76.92307692307693,23.076923076923077,-373.06065959803317
week1,week1_major_days,2024,28,332.908537573042,27.903822280640583,17.42369783634492,53.57142857142857,67.85714285714286,14.285714285714285,-127.4753993207429
week1,week1_major_days,2025,18,970.9576699476487,30.08978793438551,23.533875281314394,44.44444444444444,61.111111111111114,22.22222222222222,-799.2782177416343
week1,week1_major_days_shrink10,2021,26,646.0682102713737,50.41715307838873,28.745824860779138,26.923076923076923,53.84615384615385,30.76923076923077,100.14975450929681
week1,week1_major_days_shrink10,2022,28,604.1219532833966,34.839478475617945,29.175657206136687,25.0,53.57142857142857,21.428571428571427,7.365345867151542
week1,week1_major_days_shrink10,2023,13,785.2057053538102,34.60703910075522,20.854161796643243,46.15384615384615,69.23076923076923,23.076923076923077,-413.52881382064305
week1,week1_major_days_shrink10,2024,28,356.5535340279004,28.307641995380752,17.82288341002792,53.57142857142857,67.85714285714286,14.285714285714285,-150.45108131454543
week1,week1_major_days_shrink10,2025,18,1009.756258827103,30.673611929102226,24.84020548532291,44.44444444444444,55.55555555555556,22.22222222222222,-881.0625167742696
