feature,date,season,team1,team2,announcement_date,source_url,source_revision,verification,source_index
BigNoonKickoffOnsite,2022-10-22,2022,Iowa,Ohio State,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,1325.0
BigNoonKickoffOnsite,2022-10-29,2022,Ohio State,Penn State,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,1345.0
BigNoonKickoffOnsite,2022-11-05,2022,Texas Tech,TCU,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,1370.0
BigNoonKickoffOnsite,2022-11-12,2022,Indiana,Ohio State,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,1396.0
BigNoonKickoffOnsite,2022-11-19,2022,TCU,Baylor,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,1428.0
BigNoonKickoffOnsite,2022-11-26,2022,Michigan,Ohio State,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,1461.0
BigNoonKickoffOnsite,2022-12-02,2022,Utah,USC,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,1478.0
BigNoonKickoffOnsite,2022-12-03,2022,Purdue,Michigan,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,1486.0
BigNoonKickoffOnsite,2023-08-31,2023,Nebraska,Minnesota,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,3.0
BigNoonKickoffOnsite,2023-09-02,2023,Colorado,TCU,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,1.0
BigNoonKickoffOnsite,2023-09-09,2023,Nebraska,Colorado,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,771.0
BigNoonKickoffOnsite,2023-09-16,2023,Colorado State,Colorado,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,818.0
BigNoonKickoffOnsite,2023-09-23,2023,Oklahoma,Cincinnati,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,831.0
BigNoonKickoffOnsite,2023-09-30,2023,USC,Colorado,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,860.0
BigNoonKickoffOnsite,2023-10-07,2023,Maryland,Ohio State,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,882.0
BigNoonKickoffOnsite,2023-10-14,2023,USC,Notre Dame,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,927.0
BigNoonKickoffOnsite,2023-10-21,2023,Penn State,Ohio State,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,939.0
BigNoonKickoffOnsite,2023-10-28,2023,Oklahoma,Kansas,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,971.0
BigNoonKickoffOnsite,2023-11-04,2023,Kansas State,Texas,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,1005.0
BigNoonKickoffOnsite,2023-11-11,2023,Michigan,Penn State,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,1043.0
BigNoonKickoffOnsite,2023-11-18,2023,Michigan,Maryland,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,1073.0
BigNoonKickoffOnsite,2023-11-25,2023,Ohio State,Michigan,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,820.0
BigNoonKickoffOnsite,2023-12-02,2023,Michigan,Iowa,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,1142.0
BigNoonKickoffOnsite,2024-08-31,2024,Penn State,West Virginia,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,367.0
BigNoonKickoffOnsite,2024-09-07,2024,Texas,Michigan,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,392.0
BigNoonKickoffOnsite,2024-09-14,2024,Alabama,Wisconsin,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,423.0
BigNoonKickoffOnsite,2024-09-21,2024,Marshall,Ohio State,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,446.0
BigNoonKickoffOnsite,2024-09-28,2024,Colorado,UCF,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,483.0
BigNoonKickoffOnsite,2024-10-05,2024,UCLA,Penn State,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,508.0
BigNoonKickoffOnsite,2024-10-12,2024,Arizona,BYU,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,547.0
BigNoonKickoffOnsite,2024-10-19,2024,Nebraska,Indiana,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,566.0
BigNoonKickoffOnsite,2024-10-26,2024,Nebraska,Ohio State,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,597.0
BigNoonKickoffOnsite,2024-11-02,2024,Ohio State,Penn State,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,621.0
BigNoonKickoffOnsite,2024-11-09,2024,Colorado,Texas Tech,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,657.0
BigNoonKickoffOnsite,2024-11-16,2024,Utah,Colorado,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,678.0
BigNoonKickoffOnsite,2024-11-23,2024,Indiana,Ohio State,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,704.0
BigNoonKickoffOnsite,2024-11-30,2024,Michigan,Ohio State,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,737.0
BigNoonKickoffOnsite,2024-12-06,2024,UNLV,Boise State,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,758.0
BigNoonKickoffOnsite,2025-08-30,2025,Texas,Ohio State,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,1818.0
BigNoonKickoffOnsite,2025-09-06,2025,Iowa,Iowa State,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,1836.0
BigNoonKickoffOnsite,2025-09-13,2025,Oregon,Northwestern,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,
BigNoonKickoffOnsite,2025-09-20,2025,Texas Tech,Utah,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,1875.0
BigNoonKickoffOnsite,2025-09-27,2025,USC,Illinois,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,1891.0
BigNoonKickoffOnsite,2025-10-04,2025,Wisconsin,Michigan,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,1914.0
BigNoonKickoffOnsite,2025-10-11,2025,Ohio State,Illinois,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,1939.0
BigNoonKickoffOnsite,2025-10-18,2025,Utah,BYU,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,1975.0
BigNoonKickoffOnsite,2025-10-25,2025,UCLA,Indiana,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,1986.0
BigNoonKickoffOnsite,2025-11-01,2025,Penn State,Ohio State,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,2010.0
BigNoonKickoffOnsite,2025-11-08,2025,Oregon,Iowa,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,2048.0
BigNoonKickoffOnsite,2025-11-15,2025,Michigan,Northwestern,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,2075.0
BigNoonKickoffOnsite,2025-11-22,2025,BYU,Cincinnati,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,2116.0
BigNoonKickoffOnsite,2025-11-29,2025,Ohio State,Michigan,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,2157.0
BigNoonKickoffOnsite,2025-12-06,2025,Indiana,Ohio State,,https://en.wikipedia.org/wiki/Big_Noon_Kickoff,1374561287,historical_archive,2159.0
