holdout_year,variant,feature,branch,component,coefficient,multiplier
2019,share,SlateOwnLogAudience,regular,1,-0.9712501853128896,0.3786094101798218
2019,share,SlateAudienceShare,regular,1,0.2871781972319263,1.3326616689385935
2019,share,CompetitionXShare,regular,1,0.0128359746130097,1.012918709349825
2019,share,Competing_Games_Score,regular,1,-0.0074775586939699,0.9925503286948866
2019,share,SlateOwnLogAudience,week1,0,-0.9999347321625972,0.3679034526505726
2019,share,SlateAudienceShare,week1,0,0.232142270976887,1.2612991623279082
2019,share,CompetitionXShare,week1,0,-0.0034418634278319,0.9965640529943104
2019,share,Competing_Games_Score,week1,0,-0.003430694413437,0.9965751836947232
2019,share,SlateOwnLogAudience,week1,1,-0.9439599679651745,0.3890840203905288
2019,share,SlateAudienceShare,week1,1,0.3006786490448823,1.3507751988853625
2019,share,CompetitionXShare,week1,1,-0.0103053372005357,0.9897475808514152
2019,share,Competing_Games_Score,week1,1,-0.0057674578083568,0.994249142048106
2019,stronger,SlateOwnLogAudience,regular,0,-1.0163900325866488,0.3618990285986576
2019,stronger,StrongerCompetition,regular,0,-0.0126072272977804,0.987471910872217
2019,stronger,Competing_Games_Score,regular,0,0.0049607397384769,1.0049730645795352
2019,stronger,SlateOwnLogAudience,regular,1,-0.9189547372538752,0.3989358159734672
2019,stronger,StrongerCompetition,regular,1,-0.0045979514484707,0.9954126029478936
2019,stronger,Competing_Games_Score,regular,1,-0.0061309809916162,0.993887775121643
2019,stronger,SlateOwnLogAudience,week1,0,-1.01384932832103,0.3628196760555567
2019,stronger,StrongerCompetition,week1,0,-0.0063174615928315,0.9937024516119546
2019,stronger,Competing_Games_Score,week1,0,-0.0007989594609384,0.999201359622188
2019,stronger,SlateOwnLogAudience,week1,1,-0.9179700707100622,0.3993288281858191
2019,stronger,StrongerCompetition,week1,1,-0.0005398658062632,0.9994602798950604
2019,stronger,Competing_Games_Score,week1,1,-0.0096946962816275,0.9903521457909328
2019,leader_only,SlateLeader,regular,0,0.1613537711559085,1.1751006119900658
2019,leader_only,CompetitionXLeader,regular,0,-0.0157781857238428,0.984345637756526
2019,leader_only,Competing_Games_Score,regular,0,-0.0183951153858203,0.981773042078575
2019,leader_only,SlateLeader,regular,1,0.0311117613010392,1.0316007904906106
2019,leader_only,CompetitionXLeader,regular,1,0.0065953250971685,1.0066171221469316
2019,leader_only,Competing_Games_Score,regular,1,-0.0192389508949951,0.9809449365652756
2019,leader_only,SlateLeader,week1,0,0.2160073035312883,1.2411114434638302
2019,leader_only,CompetitionXLeader,week1,0,-0.0254582119712476,0.9748631157224902
2019,leader_only,Competing_Games_Score,week1,0,-0.0165448565744237,0.9835912578666486
2019,leader_only,SlateLeader,week1,1,0.0762405212613577,1.0792221188083302
2019,leader_only,CompetitionXLeader,week1,1,-0.000281209161383,0.9997188303742072
2019,leader_only,Competing_Games_Score,week1,1,-0.01788780424786,0.9822712328359458
2019,share_only,SlateAudienceShare,regular,0,0.110096038802252,1.1163852816158717
2019,share_only,CompetitionXShare,regular,0,-0.1635466893838302,0.8491268528665102
2019,share_only,Competing_Games_Score,regular,0,-0.0102227483452327,0.9898293263467436
2019,share_only,SlateAudienceShare,regular,1,-0.006256617363223,0.9937629145114736
2019,share_only,CompetitionXShare,regular,1,-0.1970043796616369,0.8211870367834203
2019,share_only,Competing_Games_Score,regular,1,-0.0114370394121098,0.9886281148957942
2019,share_only,SlateAudienceShare,week1,0,0.1130979322846412,1.1197415864309574
2019,share_only,CompetitionXShare,week1,0,-0.1830328899482649,0.8327407664859501
2019,share_only,Competing_Games_Score,week1,0,-0.0077096034708506,0.9923200392950812
2019,share_only,SlateAudienceShare,week1,1,0.0417547652869005,1.0426387561797812
2019,share_only,CompetitionXShare,week1,1,-0.2220806218065401,0.800850795693956
2019,share_only,Competing_Games_Score,week1,1,-0.0083846739357204,0.9916503794040932
2019,stronger_only,StrongerCompetition,regular,0,0.0051805803684241,1.0051940227780372
2019,stronger_only,Competing_Games_Score,regular,0,-0.0257431165714582,0.9745854122976152
2019,stronger_only,StrongerCompetition,regular,1,0.0073315742209198,1.0073585160128673
2019,stronger_only,Competing_Games_Score,regular,1,-0.0276676070856524,0.9727116355275064
2019,stronger_only,StrongerCompetition,week1,0,0.012337013099281,1.0124134279657888
2019,stronger_only,Competing_Games_Score,week1,0,-0.0316138231925771,0.9688806690862468
2019,stronger_only,StrongerCompetition,week1,1,0.0118584137929679,1.0119290035333075
2019,stronger_only,Competing_Games_Score,week1,1,-0.0311408807066805,0.9693390022925016
2021,own_strength,SlateOwnLogAudience,regular,0,-0.8433743055582587,0.4302562551629115
2021,own_strength,Competing_Games_Score,regular,0,-0.0151890160845448,0.9849257551978784
2021,own_strength,SlateOwnLogAudience,regular,1,-0.8195419222374576,0.440633452668945
2021,own_strength,Competing_Games_Score,regular,1,-0.0146272143606628,0.9854792436458688
2021,own_strength,SlateOwnLogAudience,week1,0,-0.8419216150386877,0.430881738552671
2021,own_strength,Competing_Games_Score,week1,0,-0.0151760786883399,0.9849384976550328
2021,own_strength,SlateOwnLogAudience,week1,1,-0.8190585085894053,0.4408465123875923
2021,own_strength,Competing_Games_Score,week1,1,-0.0147452776546596,0.9853629015881968
2021,leader,SlateOwnLogAudience,regular,0,-0.8521806196091024,0.4264839180294226
2021,leader,SlateLeader,regular,0,0.1040123543315457,1.1096141633721652
2021,leader,CompetitionXLeader,regular,0,-0.0117671949101882,0.9883017677637208
2021,leader,Competing_Games_Score,regular,0,-0.0136516511247133,0.986441110070236
2021,leader,SlateOwnLogAudience,regular,1,-0.8275995612777761,0.4370972532001494
2021,leader,SlateLeader,regular,1,0.0694346230641778,1.0719019812469537
2021,leader,CompetitionXLeader,regular,1,-0.0030138055492007,0.9969907314037676
2021,leader,Competing_Games_Score,regular,1,-0.013470474973368,0.98661984586493
2021,leader,SlateOwnLogAudience,week1,0,-0.8529213184289763,0.4261681388577102
2021,leader,SlateLeader,week1,0,0.1126208701574897,1.1192075275276416
2021,leader,CompetitionXLeader,week1,0,-0.0120089318798465,0.9880628875635248
2021,leader,Competing_Games_Score,week1,0,-0.0133367280083498,0.986751812099786
2021,leader,SlateOwnLogAudience,week1,1,-0.8280225783781626,0.4369123926898489
2021,leader,SlateLeader,week1,1,0.056992771598777,1.0586481580342026
2021,leader,CompetitionXLeader,week1,1,-0.0004248068466095,0.9995752833710434
2021,leader,Competing_Games_Score,week1,1,-0.0136621922820874,0.9864307118940588
2021,share,SlateOwnLogAudience,regular,0,-0.8720028772518968,0.4181132804749592
2021,share,SlateAudienceShare,regular,0,0.2901222473824427,1.336590872774183
2021,share,CompetitionXShare,regular,0,0.0049251416303757,1.0049372900764997
2021,share,Competing_Games_Score,regular,0,-0.01049310218335,0.9895617583599308
2021,share,SlateOwnLogAudience,regular,1,-0.8317003761630724,0.435308468522106
2021,share,SlateAudienceShare,regular,1,0.2157473673721281,1.2407888756474623
2021,share,CompetitionXShare,regular,1,-0.0071007235244791,0.9929244270485096
2021,share,Competing_Games_Score,regular,1,-0.0109979236764215,0.989062332386678
2021,share,SlateOwnLogAudience,week1,0,-0.8822519825016921,0.413849878803648
2021,share,SlateAudienceShare,week1,0,0.3071825348524828,1.3595891178223616
2021,share,CompetitionXShare,week1,0,0.0133047758111493,1.0133936781786654
2021,share,Competing_Games_Score,week1,0,-0.0105819915615601,0.9894738007398364
2021,share,SlateOwnLogAudience,week1,1,-0.8494052645501897,0.4276692063660448
2021,share,SlateAudienceShare,week1,1,0.2597714335982879,1.2966336858975094
