Unnamed: 0,Date,DoW,HELPER,Time Slot,Team 1,Team 2,City,Persons 2+,Winner,Winner Score,Loser Score,25-11 Rankings,Top 10 Rankings,Competing Tier 1,FOX,FS1,ESPN2,NBC,CBS,ABC,CW,ESPNU,FS2,NFLN,BTN,ESPNNEWS,Daytime (11a-6:30p),Sat Late (9:30p-Later),Sun,Mon,Midweek,Spread,SEC/Big 10,Big 12/ACC,Conf Champ,Team 1 11-25?,Team 1 Top 10?,Team 2 11-25?,Team 2 Top 10?,Score Diff,Spread Help,Team1_SEC,Team2_SEC,Team1_Big Ten,Team2_Big Ten,Team1_ACC,Team2_ACC,Team1_Big 12,Team2_Big 12,Big 12,SEC,ACC,Big 10,Pac 12,#1-5,#6-10,#11-15,#16-25,source_index,team1_games_before,team1_win_pct_before,team2_games_before,team2_win_pct_before,avg_win_pct_before,win_pct_diff_before,Team1_WinPct_ToDate,Team2_WinPct_ToDate,Avg_WinPct_ToDate,WinPct_Diff_ToDate,ParsedDate,Year,Time_float,Monday,Weekday,Black Friday,Friday,Friday Power,Friday Non-Power,Week 0 Power,Week 1 Power,Sat Early,Sat Mid,Sat Late,OldNielsenSystem,DeionEra,DeionEra25,Michigan_OhioSt,Texas_Oklahoma,Alabama_Auburn,Georgia_Florida,NotreDame_USC,Florida_Tennessee,Oregon_Washington,BYU_Utah,Iowa_IowaSt,OleMiss_MississippiSt,Clemson_SouthCarolina,Arizona_ArizonaSt,Miami_FloridaSt,Texas_TexasA&M,Oregon_OregonSt,USC_UCLA,Louisville_Kentucky,Washington_WashingtonSt,Kansas_KansasSt,Minnesota_Wisconsin,Army_Navy,Army_AirForce,Navy_AirForce,OhioSt_PennSt,Alabama_LSU,Vanderbilt_Tennessee,Georgia_GeorgiaTech,Alabama_Georgia,WestVirginia_Pittsburgh,BothRanked,SEC_PostseasonImplications,Big10_PostseasonImplications,ACC_PostseasonImplications,Big12_PostseasonImplications,SEC_ConfChamp,Big10_ConfChamp,Big12_ConfChamp,ACC_ConfChamp,Pac12_ConfChamp,Other_ConfChamp,OhioSt_BTN,ln_viewers,Competing_Games_Score
2023-24,8/26/23,Sat,0.604166667,2:30p,Navy,Notre Dame,,3560.0,Notre Dame,42.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,,,,,39.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,2023-08-26,2023,14.5,0,0,0,0,0,0,0,0,0,1,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.177796683277778,0.0
,9/2/23,Sat,0.5,12:00p,Colorado,TCU,,7260.0,Colorado,45.0,42.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,,,,,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,2023-09-02,2023,12.0,0,0,0,0,0,0,0,1,1,0,0,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.890272839380247,3.4522452383098816
,9/4/23,Mon,0.833333333,8:00p,Clemson,Duke,,4390.0,Duke,28.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,12.5,0.0,2.0,0.0,,,,,21.0,12.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,2,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,2023-09-04,2023,20.0,1,0,0,0,0,0,0,1,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.387312270561717,0.0
,8/31/23,Thu,0.833333333,8:00p,Nebraska,Minnesota,3.49M,3490.0,Minnesota,13.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,7.0,2.0,0.0,0.0,,,,,3.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,3,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,2023-08-31,2023,20.0,0,1,0,0,0,0,0,1,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.157943507105037,3.038262784834035
,9/2/23,Sat,0.8125,7:30p,North Carolina,South Carolina,3.40M,3400.0,North Carolina,31.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.5,1.0,1.0,0.0,,,,,14.0,2.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,4,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,2023-09-02,2023,19.5,0,0,0,0,0,0,0,1,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.131824785007195,1.3759750473949484
,8/31/23,Thu,0.833333333,8:00p,Florida,Utah,3.19M,3190.0,Utah,24.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,8.0,1.0,1.0,0.0,,,,,13.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,2023-08-31,2023,20.0,0,1,0,0,0,0,0,1,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.068089626278244,3.9566632887950974
,9/3/23,Sun,0.5,12:00p,Northwestern,Rutgers,2.68M,2680.0,Rutgers,24.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,,,,,17.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,6,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,2023-09-03,2023,12.0,0,0,0,0,0,0,0,1,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.893945138235959,0.0
,9/2/23,Sat,0.5,12:00p,Virginia,Tennessee,2.46M,2460.0,Tennessee,49.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,28.0,1.0,1.0,0.0,,,,,36.0,28.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,7,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,2023-09-02,2023,12.0,0,0,0,0,0,0,0,1,1,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8083230503910555,5.463467854144202
,9/1/23,Fri,0.8125,7:30p,Louisville,Georgia Tech,1.65M,1650.0,Louisville,39.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,8.0,0.0,2.0,0.0,,,,,5.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,1.0,8,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,2023-09-01,2023,19.5,0,0,0,1,1,0,0,1,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.409136443920128,0.0
,9/2/23,Sat,0.854166667,8:30p,Texas Tech,Wyoming,1.43M,1430.0,Wyoming,35.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,13.5,0.0,1.0,0.0,,,,,2.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,9,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,2023-09-02,2023,20.5,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.266128779556451,3.679394299215914
,9/2/23,Sat,0.645833333,3:30p,Massachusetts,Auburn,1.03M,1030.0,Auburn,59.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,39.0,1.0,0.0,0.0,,,,,45.0,39.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,10,1.0,1.0,0.0,0.5,0.75,0.5,0.5,0.5,0.5,0.0,2023-09-02,2023,15.5,0,0,0,0,0,0,0,0,0,1,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93828448401696,0.6563006168643803
,9/2/23,Sat,0.645833333,3:30p,Buffalo,Wisconsin,784K,784.0,Wisconsin,38.0,17.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,,,,,21.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,11,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,2023-09-02,2023,15.5,0,0,0,0,0,0,0,0,0,1,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.665683717782408,0.7200253834682149
,9/2/23,Sat,0.8125,7:30p,Toledo,Illinois,294K,294.0,Illinois,30.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,,,,,2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,12,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,2023-09-02,2023,19.5,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68697535633982,4.552067859940285
,9/2/23,Sat,0.666666667,4:00p,California,North Texas,88K,88.0,California,58.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,,,,,37.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,2023-09-02,2023,16.0,0,0,0,0,0,0,0,0,0,1,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48863636973214,1.2429878658248077
2019-20,8/24/19,Sat,0.791666667,7:00p,Miami,Florida,5.97M,5970.0,Florida,24.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,1.0,0.0,0.0,14,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,2019-08-24,2019,19.0,0,0,0,0,0,0,1,0,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.694669696546992,0.0
,8/31/19,Sat,0.8125,7:30p,Oregon,Auburn,6.86M,6860.0,Auburn,27.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3.5,2.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,15,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,2019-08-31,2019,19.5,0,0,0,0,0,0,0,1,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.833608482690892,3.1334948281195003
,9/2/19,Mon,0.833333333,8:00p,Notre Dame,Louisville,5.60M,5600.0,Notre Dame,35.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,0.0,19.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,19.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,16,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,2019-09-02,2019,20.0,1,0,0,0,0,0,0,1,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.630700432209832,0.0
,9/1/19,Sun,0.8125,7:30p,Houston,Oklahoma,5.44M,5440.0,Oklahoma,49.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,21.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,17,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,2019-09-01,2019,19.5,0,0,0,0,0,0,0,1,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.601718146485926,0.0
,8/31/19,Sat,0.645833333,3:30p,Duke,Alabama,4.64M,4640.0,Alabama,42.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,34.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,39.0,34.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,18,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,2019-08-31,2019,15.5,0,0,0,0,0,0,0,1,0,1,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.442685139241176,3.9497118924791934
,8/31/19,Sat,0.666666667,4:00p,Northwestern,Stanford,2.02M,2020.0,Stanford,17.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,6.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,6.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,19,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,2019-08-31,2019,16.0,0,0,0,0,0,0,0,1,0,1,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.611347717403621,7.3507606460464805
,8/31/19,Sat,0.8125,7:30p,Georgia,Vanderbilt,1.82M,1820.0,Georgia,30.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,23.5,2.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,23.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,1.0,0.0,0.0,0.0,20,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,2019-08-31,2019,19.5,0,0,0,0,0,0,0,1,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.507141079727608,6.220916653102809
,8/30/19,Fri,0.833333333,8:00p,Wisconsin,South Florida,1.80M,1800.0,Wisconsin,49.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,10.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,10.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,21,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,2019-08-30,2019,20.0,0,0,0,1,0,1,0,0,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.496097345175956,1.097974983519753
,8/31/19,Sat,0.5,12:00p,South Alabama,Nebraska,1.78M,1780.0,Nebraska,35.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,35.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,35.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,22,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,2019-08-31,2019,12.0,0,0,0,0,0,0,0,0,1,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.484930283289661,3.0599462541420004
,8/31/19,Sat,0.645833333,3:30p,South Carolina,North Carolina,1.78M,1780.0,North Carolina,24.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,23,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,2019-08-31,2019,15.5,0,0,0,0,0,0,0,1,0,1,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.484930283289661,7.1225355902852
,8/29/19,Thu,0.9375,10:30p,Utah,BYU,1.68M,1680.0,Utah,30.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,5.5,0.0,2.0,0.0,1.0,0.0,0.0,0.0,18.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,24,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,2019-08-29,2019,22.5,0,1,0,0,0,0,0,1,0,0,0,1,0,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.427144133408616,0.3822450983362395
,8/29/19,Thu,0.791666667,7:00p,UCLA,Cincinnati,1.63M,1630.0,Cincinnati,24.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,2.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,25,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,2019-08-29,2019,19.0,0,1,0,0,0,0,0,1,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.396948602621014,0.0
,9/7/19,Sat,0.8125,7:30p,LSU,Texas,8.63M,8630.0,LSU,45.0,38.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6.5,2.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,2.0,0.0,0.0,26,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.0,2019-09-07,2019,19.5,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.063115652219658,4.836394971084477
,9/7/19,Sat,0.645833333,3:30p,Texas A&M,Clemson,6.46M,6460.0,Clemson,24.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,16.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,14.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,27,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.0,2019-09-07,2019,15.5,0,0,0,0,0,0,0,0,0,1,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.773539383558166,4.1978817027783775
,9/7/19,Sat,0.5,12:00p,Army,Michigan,4.72M,4720.0,Michigan,24.0,21.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,28,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.0,2019-09-07,2019,12.0,0,0,0,0,0,0,0,0,1,0,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.459775920546287,6.892572032478813
,9/7/19,Sat,0.645833333,3:30p,Nebraska,Colorado,3.45M,3450.0,Colorado,34.0,31.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,4.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,4.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,29,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.0,2019-09-07,2019,15.5,0,0,0,0,0,0,0,0,0,1,0,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.146419323098003,7.247024711763462
,9/7/19,Sat,0.9375,10:30p,Stanford,USC,1.86M,1860.0,USC,45.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,30,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.0,2019-09-07,2019,22.5,0,0,0,0,0,0,0,0,0,0,1,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.528869256642251,0.6362910012314399
