source_name,source_url,season,sport,gender,matchup,team1,team2,date,time_text,time_slot,network,viewers,viewer_method,panel_viewers,big_data_viewers,stage,week,tournament,round,rating,ocr_window,ocr_network,ocr_rating,ocr_viewers,ocr_full_text,day_of_week,month,month_name,is_weekend,is_tournament,team1_rank,team1_top_10,team1_rank_11_25,team2_rank,team2_top_10,team2_rank_11_25,top_10_teams,rank_11_25_teams,team1_seed,team1_seeded,team2_seed,team2_seeded,seeded_teams,best_seed,seed_score,seed_diff,ln_viewers
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Arkansas/Michigan State,Arkansas,Michigan State,2025-11-08,7:00PM,Prime,FOX,1677000,big_data,,1677000.0,Regular Season,Week 1,,,,,,,,,Saturday,11,November,1,0,14,0,1,22,0,1,0,2,0,0,0,0,0,0,0,0,14.332517040805346
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Texas/Duke,Texas,Duke,2025-11-04,8:45PM,Prime,ESPN,854000,big_data,714000.0,854000.0,Regular Season,Week 1,,,,,,,,,Tuesday,11,November,0,0,19,0,1,6,1,0,1,1,0,0,0,0,0,0,0,0,13.657686472770706
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Florida/Arizona,Florida,Arizona,2025-11-03,7:00PM,Prime,TNT,643000,big_data,580000.0,643000.0,Regular Season,Week 1,,,,,,,,,Monday,11,November,0,0,3,1,0,13,0,1,1,1,0,0,0,0,0,0,0,0,13.373900003219756
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Alabama A&M/Indiana,Alabama A&M,Indiana,2025-11-05,8:00PM,Prime,BTN,346000,big_data,257000.0,346000.0,Regular Season,Week 1,,,,,,,,,Wednesday,11,November,0,0,0,0,0,14,0,1,0,1,0,0,0,0,0,0,0,0,12.75419405403986
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Robert Morris/Iowa,Robert Morris,Iowa,2025-11-04,8:30PM,Prime,BTN,263000,big_data,243000.0,263000.0,Regular Season,Week 1,,,,,,,,,Tuesday,11,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.479909311159902
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Evansville/Purdue,Evansville,Purdue,2025-11-04,6:30PM,Mid,BTN,218000,big_data,185000.0,218000.0,Regular Season,Week 1,,,,,,,,,Tuesday,11,November,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,12.292250341771226
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Oakland/Michigan,Oakland,Michigan,2025-11-03,8:30PM,Prime,FS1,169000,big_data,161000.0,169000.0,Regular Season,Week 1,,,,,,,,,Monday,11,November,0,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,12.037653993905211
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Quinnipiac/St. John's,Quinnipiac,St. John's,2025-11-03,6:30PM,Mid,FS1,142000,big_data,130000.0,142000.0,Regular Season,Week 1,,,,,,,,,Monday,11,November,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,11.863582336583399
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Jackson State/Illinois,Jackson State,Illinois,2025-11-03,8:30PM,Prime,BTN,104000,big_data,105000.0,104000.0,Regular Season,Week 1,,,,,,,,,Monday,11,November,0,0,0,0,0,17,0,1,0,1,0,0,0,0,0,0,0,0,11.55214617812351
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Rider/Rutgers,Rider,Rutgers,2025-11-05,6:00PM,Mid,BTN,126000,big_data,98000.0,126000.0,Regular Season,Week 1,,,,,,,,,Wednesday,11,November,0,0,0,0,0,24,0,1,0,1,0,0,0,0,0,0,0,0,11.744037185933616
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Coppin State/Maryland,Coppin State,Maryland,2025-11-03,6:30PM,Mid,BTN,89000,big_data,78000.0,89000.0,Regular Season,Week 1,,,,,,,,,Monday,11,November,0,0,0,0,0,11,0,1,0,1,0,0,0,0,0,0,0,0,11.396391648714276
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Kentucky/Louisville,Kentucky,Louisville,2025-11-11,8:00PM,Prime,ESPN,1267000,big_data,1118000.0,1267000.0,Regular Season,Week 2,,,,,,,,,Tuesday,11,November,0,0,9,1,0,12,0,1,1,1,0,0,0,0,0,0,0,0,14.052162459303275
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,BYU/UConn,BYU,UConn,2025-11-15,7:00PM,Prime,FOX,979000,big_data,,979000.0,Regular Season,Week 2,,,,,,,,,Saturday,11,November,1,0,7,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,13.794286921512647
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Purdue/Alabama,Purdue,Alabama,2025-11-13,7:00PM,Prime,ESPN2,747000,big_data,728000.0,747000.0,Regular Season,Week 2,,,,,,,,,Thursday,11,November,0,0,2,1,0,8,1,0,2,0,0,0,0,0,0,0,0,0,13.523820464114955
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Texas Tech/Illinois,Texas Tech,Illinois,2025-11-11,8:30PM,Prime,FS1,529000,big_data,427000.0,529000.0,Regular Season,Week 2,,,,,,,,,Tuesday,11,November,0,0,11,0,1,14,0,1,0,2,0,0,0,0,0,0,0,0,13.178743710840436
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Wake Forest/Michigan,Wake Forest,Michigan,2025-11-11,6:30PM,Mid,FS1,532000,big_data,426000.0,532000.0,Regular Season,Week 2,,,,,,,,,Tuesday,11,November,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,13.184398768323781
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Michigan/TCU,Michigan,TCU,2025-11-14,9:00PM,Prime,ESPN2,419000,big_data,334000.0,419000.0,Regular Season,Week 2,,,,,,,,,Friday,11,November,0,0,6,1,0,25,0,1,1,1,0,0,0,0,0,0,0,0,12.945626198904275
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Oklahoma/Nebraska,Oklahoma,Nebraska,2025-11-15,7:00PM,Prime,BTN,307000,big_data,252000.0,307000.0,Regular Season,Week 2,,,,,,,,,Saturday,11,November,1,0,17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12.634603026569334
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Miami (FL)/Florida,Miami (FL),Florida,2025-11-16,8:30PM,Prime,ESPN,275000,big_data,243000.0,275000.0,Regular Season,Week 2,,,,,,,,,Sunday,11,November,1,0,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,0,12.524526376648708
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Milwaukee/Indiana,Milwaukee,Indiana,2025-11-12,7:00PM,Prime,FS1,259000,big_data,241000.0,259000.0,Regular Season,Week 2,,,,,,,,,Wednesday,11,November,0,0,0,0,0,14,0,1,0,1,0,0,0,0,0,0,0,0,12.464583340681674
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Columbia/UConn,Columbia,UConn,2025-11-10,6:30PM,Mid,FS1,233000,big_data,204000.0,233000.0,Regular Season,Week 2,,,,,,,,,Monday,11,November,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,12.358793732547838
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,San Jose State/Michigan State,San Jose State,Michigan State,2025-11-13,6:30PM,Mid,BTN,230000,big_data,155000.0,230000.0,Regular Season,Week 2,,,,,,,,,Thursday,11,November,0,0,0,0,0,17,0,1,0,1,0,0,0,0,0,0,0,0,12.345834587905333
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Xavier/Iowa,Xavier,Iowa,2025-11-14,8:00PM,Prime,FS1,225000,big_data,178000.0,225000.0,Regular Season,Week 2,,,,,,,,,Friday,11,November,0,0,22,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12.323855681186558
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Akron/Purdue,Akron,Purdue,2025-11-16,7:30PM,Prime,BTN,217000,big_data,195000.0,217000.0,Regular Season,Week 2,,,,,,,,,Sunday,11,November,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,12.287652632522597
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Pitt/West Virginia,Pitt,West Virginia,2025-11-13,6:00PM,Mid,FS1,207000,big_data,211000.0,207000.0,Regular Season,Week 2,,,,,,,,,Thursday,11,November,0,0,18,0,1,23,0,1,0,2,0,0,0,0,0,0,0,0,12.240474072247506
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Green Bay/Minnesota,Green Bay,Minnesota,2025-11-15,9:00PM,Prime,BTN,106000,big_data,94000.0,106000.0,Regular Season,Week 2,,,,,,,,,Saturday,11,November,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.571194373094205
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Maine/Rutgers,Maine,Rutgers,2025-11-10,6:30PM,Mid,BTN,106000,big_data,69000.0,106000.0,Regular Season,Week 2,,,,,,,,,Monday,11,November,0,0,0,0,0,24,0,1,0,1,0,0,0,0,0,0,0,0,11.571194373094205
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Ball State/Wisconsin,Ball State,Wisconsin,2025-11-11,8:30PM,Prime,BTN,103000,big_data,97000.0,103000.0,Regular Season,Week 2,,,,,,,,,Tuesday,11,November,0,0,0,0,0,24,0,1,0,1,0,0,0,0,0,0,0,0,11.542484267211773
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Santa Clara/Xavier,Santa Clara,Xavier,2025-11-10,8:30PM,Prime,FS1,103000,big_data,90000.0,103000.0,Regular Season,Week 2,,,,,,,,,Monday,11,November,0,0,0,0,0,22,0,1,0,1,0,0,0,0,0,0,0,0,11.542484267211773
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Navy/Penn State,Navy,Penn State,2025-11-11,6:30PM,Mid,BTN,78000,big_data,52000.0,78000.0,Regular Season,Week 2,,,,,,,,,Tuesday,11,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.26446410567173
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Kansas/Duke,Kansas,Duke,2025-11-18,9PM,Prime,ESPN,1874000,big_data,,1874000.0,Regular Season,Week 3,,,,,,,,,Tuesday,11,November,0,0,24,0,1,5,1,0,1,1,0,0,0,0,0,0,0,0,14.443585741780504
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Michigan State/Kentucky,Michigan State,Kentucky,2025-11-18,6:30PM,Mid,ESPN,1566000,big_data,,1566000.0,Regular Season,Week 3,,,,,,,,,Tuesday,11,November,0,0,17,0,1,12,0,1,0,2,0,0,0,0,0,0,0,0,14.264035155532886
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Alabama/Illinois,Alabama,Illinois,2025-11-19,8PM,Prime,FS1,837000,big_data,,837000.0,Regular Season,Week 3,,,,,,,,,Wednesday,11,November,0,0,11,0,1,8,1,0,1,1,0,0,0,0,0,0,0,0,13.637579349471613
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Arizona/UConn,Arizona,UConn,2025-11-19,6PM,Mid,FS1,767000,big_data,,767000.0,Regular Season,Week 3,,,,,,,,,Wednesday,11,November,0,0,4,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,13.550242080349394
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Middle Tennessee/Michigan,Middle Tennessee,Michigan,2025-11-19,6:30PM,Mid,BTN,236000,big_data,,236000.0,Regular Season,Week 3,,,,,,,,,Wednesday,11,November,0,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,12.371587084007746
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Western Michigan/Ohio State,Western Michigan,Ohio State,2025-11-20,8PM,Prime,BTN,158000,big_data,,158000.0,Regular Season,Week 3,,,,,,,,,Thursday,11,November,0,0,0,0,0,21,0,1,0,1,0,0,0,0,0,0,0,0,11.970350312009105
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Dayton/Marquette,Dayton,Marquette,2025-11-19,7:30PM,Prime,truTV,59000,big_data,,59000.0,Regular Season,Week 3,,,,,,,,,Wednesday,11,November,0,0,22,0,1,25,0,1,0,2,0,0,0,0,0,0,0,0,10.985292722887856
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Duke/Arkansas,Duke,Arkansas,2025-11-27,8PM,Prime,CBS,6813000,big_data,,6813000.0,Regular Season,Week 4,,,,,,,,,Thursday,11,November,0,0,4,1,0,22,0,1,1,1,0,0,0,0,0,0,0,0,15.734343109755805
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Michigan State/North Carolina,Michigan State,North Carolina,2025-11-27,4:30PM,Mid,FOX,6499000,big_data,,6499000.0,Regular Season,Week 4,,,,,,,,,Thursday,11,November,0,0,11,0,1,16,0,1,0,2,0,0,0,0,0,0,0,0,15.687158876876486
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Michigan/Gonzaga,Michigan,Gonzaga,2025-11-26,9:30PM,Prime,TNT,1059000,big_data,,1059000.0,Regular Season,Week 4,,,,,,,,,Wednesday,11,November,0,0,7,1,0,12,0,1,1,1,0,0,0,0,0,0,0,0,13.872835624583544
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Kansas/Tennessee,Kansas,Tennessee,2025-11-26,7PM,Prime,TNT,926000,big_data,,926000.0,Regular Season,Week 4,,,,,,,,,Wednesday,11,November,0,0,24,0,1,17,0,1,0,2,0,0,0,0,0,0,0,0,13.738629513628316
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Alabama/Gonzaga,Alabama,Gonzaga,2025-11-24,9:30PM,Prime,TNT,445000,big_data,,445000.0,Regular Season,Week 4,,,,,,,,,Monday,11,November,0,0,8,1,0,12,0,1,1,1,0,0,0,0,0,0,0,0,13.005829561148378
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Texas/NC State,Texas,NC State,2025-11-26,9:30PM,Prime,ESPN2,278000,big_data,,278000.0,Regular Season,Week 4,,,,,,,,,Wednesday,11,November,0,0,19,0,1,23,0,1,0,2,0,0,0,0,0,0,0,0,12.535376392672774
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Wichita State/Saint Mary's,Wichita State,Saint Mary's,2025-11-26,7:30PM,Prime,ESPN2,221000,big_data,,221000.0,Regular Season,Week 4,,,,,,,,,Wednesday,11,November,0,0,0,0,0,20,0,1,0,1,0,0,0,0,0,0,0,0,12.30591798049989
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,St. John's/Auburn,St. John's,Auburn,2025-11-26,8PM,Prime,truTV,212000,big_data,,212000.0,Regular Season,Week 4,,,,,,,,,Wednesday,11,November,0,0,14,0,1,21,0,1,0,2,0,0,0,0,0,0,0,0,12.26434155365415
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Oregon/Auburn,Oregon,Auburn,2025-11-24,8PM,Prime,truTV,169000,big_data,,169000.0,Regular Season,Week 4,,,,,,,,,Monday,11,November,0,0,25,0,1,21,0,1,0,2,0,0,0,0,0,0,0,0,12.037653993905211
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,UTRGV/Illinois,UTRGV,Illinois,2025-11-24,8PM,Prime,BTN,120000,big_data,,120000.0,Regular Season,Week 4,,,,,,,,,Monday,11,November,0,0,0,0,0,13,0,1,0,1,0,0,0,0,0,0,0,0,11.695247021764184
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Duke/Michigan State,Duke,Michigan State,2025-12-06,12PM,Early,FOX,1782000,big_data,,1782000.0,Regular Season,Week 5,,,,,,,,,Saturday,12,December,1,0,4,1,0,7,1,0,2,0,0,0,0,0,0,0,0,0,14.393246887012891
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Florida/Duke,Florida,Duke,2025-12-02,7:30PM,Prime,ESPN,1748000,big_data,1500000.0,1748000.0,Regular Season,Week 5,,,,,,,,,Tuesday,12,December,0,0,15,0,1,4,1,0,1,1,0,0,0,0,0,0,0,0,14.373982835197618
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,North Carolina/Kentucky,North Carolina,Kentucky,2025-12-02,9:30PM,Prime,ESPN,1458000,big_data,1244000.0,1458000.0,Regular Season,Week 5,,,,,,,,,Tuesday,12,December,0,0,16,0,1,18,0,1,0,2,0,0,0,0,0,0,0,0,14.19257619155074
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Louisville/Arkansas,Louisville,Arkansas,2025-12-03,7:15PM,Prime,ESPN,928000,big_data,721000.0,928000.0,Regular Season,Week 5,,,,,,,,,Wednesday,12,December,0,0,6,1,0,25,0,1,1,1,0,0,0,0,0,0,0,0,13.740787011768338
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Gonzaga/Kentucky,Gonzaga,Kentucky,2025-12-05,7PM,Prime,ESPN2,793000,big_data,673000.0,793000.0,Regular Season,Week 5,,,,,,,,,Friday,12,December,0,0,11,0,1,18,0,1,0,2,0,0,0,0,0,0,0,0,13.583578500616985
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,UConn/Kansas,UConn,Kansas,2025-12-02,9PM,Prime,ESPN2,699000,big_data,649000.0,699000.0,Regular Season,Week 5,,,,,,,,,Tuesday,12,December,0,0,5,1,0,21,0,1,1,1,0,0,0,0,0,0,0,0,13.457406021215947
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,NC State/Auburn,NC State,Auburn,2025-12-03,9:15PM,Prime,ESPN,844000,big_data,616000.0,844000.0,Regular Season,Week 5,,,,,,,,,Wednesday,12,December,0,0,23,0,1,20,0,1,0,2,0,0,0,0,0,0,0,0,13.645907773578093
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Tennessee/Syracuse,Tennessee,Syracuse,2025-12-02,7PM,Prime,ESPN2,552000,big_data,545000.0,552000.0,Regular Season,Week 5,,,,,,,,,Tuesday,12,December,0,0,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13.221303325259232
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Illinois/Tennessee,Illinois,Tennessee,2025-12-06,8PM,Prime,ESPN,636000,big_data,540000.0,636000.0,Regular Season,Week 5,,,,,,,,,Saturday,12,December,1,0,14,0,1,13,0,1,0,2,0,0,0,0,0,0,0,0,13.36295384232226
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Indiana/Minnesota,Indiana,Minnesota,2025-12-03,7PM,Prime,BTN,397000,big_data,350000.0,397000.0,Regular Season,Week 5,,,,,,,,,Wednesday,12,December,0,0,22,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12.891691559669328
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Purdue/Rutgers,Purdue,Rutgers,2025-12-02,8PM,Prime,FS1,255000,big_data,193000.0,255000.0,Regular Season,Week 5,,,,,,,,,Tuesday,12,December,0,0,1,1,0,24,0,1,1,1,0,0,0,0,0,0,0,0,12.449018824140563
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Cincinnati/Xavier,Cincinnati,Xavier,2025-12-05,7:30PM,Prime,TNT,195000,big_data,159000.0,195000.0,Regular Season,Week 5,,,,,,,,,Friday,12,December,0,0,16,0,1,22,0,1,0,2,0,0,0,0,0,0,0,0,12.180754837545884
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Temple/Villanova,Temple,Villanova,2025-12-01,6:30PM,Mid,FS1,159000,big_data,127000.0,159000.0,Regular Season,Week 5,,,,,,,,,Monday,12,December,0,0,0,0,0,18,0,1,0,1,0,0,0,0,0,0,0,0,11.976659481202368
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Washington/USC,Washington,USC,2025-12-06,6PM,Mid,BTN,92000,big_data,95000.0,92000.0,Regular Season,Week 5,,,,,,,,,Saturday,12,December,1,0,0,0,0,24,0,1,0,1,0,0,0,0,0,0,0,0,11.429543856031177
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Nicholls/Creighton,Nicholls,Creighton,2025-12-02,9PM,Prime,truTV,31000,big_data,18000.0,31000.0,Regular Season,Week 5,,,,,,,,,Tuesday,12,December,0,0,0,0,0,23,0,1,0,1,0,0,0,0,0,0,0,0,10.341742483467284
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Indiana/Kentucky,Indiana,Kentucky,2025-12-13,7:30PM,Prime,ESPN,2000000,big_data,1715000.0,2000000.0,Regular Season,Week 6,,,,,,,,,Saturday,12,December,1,0,22,0,1,18,0,1,0,2,0,0,0,0,0,0,0,0,14.508657738524219
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Kansas/NC State,Kansas,NC State,2025-12-13,5:30PM,Mid,ESPN,1500000,big_data,1289000.0,1500000.0,Regular Season,Week 6,,,,,,,,,Saturday,12,December,1,0,19,0,1,23,0,1,0,2,0,0,0,0,0,0,0,0,14.22097566607244
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Arizona/Alabama,Arizona,Alabama,2025-12-13,9:30PM,Prime,ESPN,1300000,big_data,1236000.0,1300000.0,Regular Season,Week 6,,,,,,,,,Saturday,12,December,1,0,1,1,0,12,0,1,1,1,0,0,0,0,0,0,0,0,14.077874822431765
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Texas/UConn,Texas,UConn,2025-12-12,8PM,Prime,FOX,1298000,big_data,,1298000.0,Regular Season,Week 6,,,,,,,,,Friday,12,December,0,0,19,0,1,5,1,0,1,1,0,0,0,0,0,0,0,0,14.076335176246172
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Florida/UConn,Florida,UConn,2025-12-09,9PM,Prime,ESPN,1269000,big_data,1109000.0,1269000.0,Regular Season,Week 6,,,,,,,,,Tuesday,12,December,0,0,18,0,1,5,1,0,1,1,0,0,0,0,0,0,0,0,14.053739746696525
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,Michigan/Maryland,Michigan,Maryland,2025-12-13,8PM,Prime,FOX,1228000,big_data,,1228000.0,Regular Season,Week 6,,,,,,,,,Saturday,12,December,1,0,2,1,0,11,0,1,1,1,0,0,0,0,0,0,0,0,14.020897387689224
TV Media Blog 2025-26 Datawrapper,https://tvmediablog.substack.com/api/v1/posts/2025-26-college-basketball-viewership,2025-26,basketball,men,BYU/Clemson,BYU,Clemson,2025-12-09,6:30PM,Mid,ESPN,906000,big_data,759000.0,906000.0,Regular Season,Week 6,,,,,,,,,Tuesday,12,December,0,0,10,1,0,12,0,1,1,1,0,0,0,0,0,0,0,0,13.716794585025117
